Approved Symbol	Approved Name	Previous Symbols	Synonyms	Entrez Gene ID	RefSeq IDs
TEX35	testis expressed 35	C1orf49	DKFZP564J047, TSC24	84066	NM_032126
TEX36	testis expressed 36	C10orf122	bA383C5.1	387718	NM_001128202
TEX36-AS1	TEX36 antisense RNA 1			100169752	NR_023362
TEX37	testis expressed 37	C2orf51	FLJ25369, TSC21	200523	NM_152670
TEX38	testis expressed 38	C1orf223, ATPAF1-AS1	LOC374973, THEG4	374973	NM_001145474
TEX41	testis expressed 41		DKFZp686O1327, LINC00953	401014	NR_033870
TEX43	testis expressed 43	C5orf48	MGC163367, MGC163369, FLJ27505, Tseg7	389320	NM_207408
TEX44	testis expressed 44	C2orf57	MGC35154	165100	NM_152614
TEX45	testis expressed 45	C19orf45	FLJ35784	374877	NM_198534
TEX46	testis expressed 46	C1orf234		729059	
TEX47	testis expressed 47	C7orf62	MGC26647	219557	NM_152706
TEX48	testis expressed 48			100505478	
TEX49	testis expressed 49	LINC00935		255411	
TEX50	testis expressed 50			730159	NM_001195190
TEX51	testis expressed 51			101929926	
TEX52	testis expressed 52			101929469	
TEX53	testis expressed 53			105376230	NM_001354645
TEX54	testis expressed 54				
TEX101	testis expressed 101		MGC4766, SGRG, CT131, SPATA44	83639	NM_031451
TEX261	testis expressed 261		MGC32043, TEG-261	113419	NM_144582
TEX264	testis expressed 264		ZSIG11, FLJ13935	51368	NM_015926
TF	transferrin		PRO1557, PRO2086	7018	NM_001063
TFAM	transcription factor A, mitochondrial	TCF6, TCF6L2		7019	NM_003201
TFAMP1	transcription factor A, mitochondrial pseudogene 1	TCF6L1	MTTF1	260341	NR_001288
TFAMP2	transcription factor A, mitochondrial pseudogene 2	TCF6L3	MTTF1	260340	NR_001287
TFAP2A	transcription factor AP-2 alpha	TFAP2, AP2TF	AP-2	7020	NM_003220
TFAP2A-AS1	TFAP2A antisense RNA 1			100130275	
TFAP2A-AS2	TFAP2A antisense RNA 2		HIPSTR		
TFAP2B	transcription factor AP-2 beta		AP2-B	7021	NM_003221
TFAP2C	transcription factor AP-2 gamma		AP2-GAMMA, ERF1, TFAP2G, hAP-2g	7022	NM_003222
TFAP2D	transcription factor AP-2 delta	TFAP2BL1		83741	NM_172238
TFAP2E	transcription factor AP-2 epsilon		AP2E	339488	NM_178548
TFAP4	transcription factor AP-4		AP-4, bHLHc41	7023	NM_003223
TFB1M	transcription factor B1, mitochondrial		mtTFB, CGI-75	51106	
TFB2M	transcription factor B2, mitochondrial		FLJ23182, FLJ22661, Hkp1	64216	NM_022366
TFCOUP1~withdrawn	symbol withdrawn, see NR2F1				
TFCOUP2~withdrawn	symbol withdrawn, see NR2F2				
TFCP2	transcription factor CP2		CP2, LSF, LBP-1C, TFCP2C	7024	NM_005653
TFCP2L1	transcription factor CP2 like 1		LBP-9, CRTR1	29842	NM_014553
TFDP1	transcription factor Dp-1		Dp-1, DRTF1, DP1, DILC	7027	NM_007111
TFDP1P	transcription factor Dp-1 pseudogene			391158	NG_009284
TFDP2	transcription factor Dp-2		Dp-2	7029	NM_006286
TFDP3	transcription factor Dp family member 3		HCA661, E2F-like, CT30	51270	NM_016521
TFE3	transcription factor binding to IGHM enhancer 3		TFEA, bHLHe33	7030	NM_006521
TFEB	transcription factor EB		TCFEB, bHLHe35	7942	
TFEC	transcription factor EC		TCFEC, TFECL, bHLHe34	22797	NM_012252
TFF1	trefoil factor 1	BCEI	D21S21, HPS2, pS2, pNR-2, HP1.A	7031	NM_003225
TFF2	trefoil factor 2	SML1		7032	NM_005423
TFF3	trefoil factor 3		HITF, ITF	7033	NM_003226
TFG	TRK-fused gene		TF6, FLJ36137, SPG57	10342	NM_006070
TFIP11	tuftelin interacting protein 11		TIP39, DKFZP434B194, Spp382	24144	NM_001008697
TFNR~withdrawn	symbol withdrawn, see BDP1				
TFP1	transferrin pseudogene 1	TFP		100129696	NG_008673
TFPI	tissue factor pathway inhibitor	LACI	EPI, TFI, TFPI1	7035	NM_006287
TFPI2	tissue factor pathway inhibitor 2		PP5, TFPI-2, REF1	7980	NM_006528
TFPT	TCF3 fusion partner		FB1, amida, INO80F	29844	NM_013342
TFR2	transferrin receptor 2		HFE3, TFRC2	7036	NM_003227
TFRC	transferrin receptor		CD71, TFR1, p90	7037	
TG	thyroglobulin		TGN, AITD3	7038	NM_003235
TGCT1	testicular germ cell tumor susceptibility 1				
TGDS	TDP-glucose 4,6-dehydratase		TDPGD, SDR2E1	23483	NM_014305
TGFA	transforming growth factor alpha			7039	
TGFA-IT1	TGFA intronic transcript 1				
TGFB1	transforming growth factor beta 1	TGFB, DPD1	CED, TGFbeta	7040	
TGFB1I1	transforming growth factor beta 1 induced transcript 1		Hic-5, TSC-5, ARA55, HIC-5	7041	
TGFB2	transforming growth factor beta 2			7042	NM_003238
TGFB2-AS1	TGFB2 antisense RNA 1 (head to head)		NR_046268	728463	NR_046268
TGFB2-OT1	TGFB2 overlapping transcript 1		FLJ11812	103611157	NR_125715
TGFB3	transforming growth factor beta 3	ARVD1, ARVD		7043	NM_003239
TGFB3-AS1	TGFB3 antisense RNA 1		ENST00000553732		
TGFB4~withdrawn	symbol withdrawn, see LEFTY2				
TGFBI	transforming growth factor beta induced	CSD3, LCD1, CSD1, CSD2	BIGH3, CDB1, CDGG1	7045	
TGFBR1	transforming growth factor beta receptor 1	MSSE, ESS1	ALK-5, ACVRLK4, ALK5, TBRI, TBR-i	7046	
TGFBR2	transforming growth factor beta receptor 2	MFS2	TBRII, TBR-ii	7048	
TGFBR3	transforming growth factor beta receptor 3		betaglycan, BGCAN	7049	NM_003243
TGFBR3L	transforming growth factor beta receptor 3 like			100507588	NM_001195259
TGFBRAP1	transforming growth factor beta receptor associated protein 1		TRAP-1, TRAP1, VPS3	9392	NM_004257
TGFBRE~withdrawn	entry withdrawn				
TGIF1	TGFB induced factor homeobox 1	HPE4, TGIF		7050	NM_170695
TGIF1P1	TGFB induced factor homeobox 1 pseudogene 1			126052	NG_002440
TGIF2	TGFB induced factor homeobox 2			60436	NM_021809
TGIF2-RAB5IF	TGIF2-RAB5IF readthrough	TGIF2-C20orf24		100527943	
TGIF2LX	TGFB induced factor homeobox 2 like X-linked			90316	NM_138960
TGIF2LY	TGFB induced factor homeobox 2 like Y-linked			90655	NM_139214
TGIF2P1	TGFB induced factor homeobox 2 pseudogene 1			126826	
TGIF2P2~withdrawn	entry withdrawn				
TGIF2P3~withdrawn	entry withdrawn				
TGIF2P4~withdrawn	entry withdrawn				
TGM1	transglutaminase 1	ICR2	TGASE, TGK, LI, LI1	7051	NM_000359
TGM2	transglutaminase 2		TGC	7052	NM_198951
TGM3	transglutaminase 3		TGE	7053	NM_003245
TGM4	transglutaminase 4		TGP	7047	NM_003241
TGM5	transglutaminase 5		TGX, TGMX	9333	NM_004245
TGM6	transglutaminase 6	TGM3L	dJ734P14.3, TGY, SCA35	343641	NM_198994
TGM7	transglutaminase 7		TGMZ	116179	NM_052955
TGOLN2	trans-golgi network protein 2		TGN51, TGN46, TGN48, TGN38, TTGN2	10618	NM_006464
TGS1	trimethylguanosine synthase 1	NCOA6IP	PIMT	96764	NM_024831
TH	tyrosine hydroxylase		DYT5b	7054	NM_000360
TH2LCRR	T helper type 2 locus control region associated RNA		TH2-LCR	101927761	NR_132124
THA1P	threonine aldolase 1, pseudogene		GLY1	390816	XM_372682
THADA	THADA, armadillo repeat containing		FLJ21877, KIAA1767, GITA, ARMC13	63892	NM_022065
THAP1	THAP domain containing 1	DYT6	FLJ10477, 4833431A01Rik	55145	NM_018105
THAP2	THAP domain containing 2		DKFZP564I0422	83591	NM_031435
THAP3	THAP domain containing 3			90326	NM_138350
THAP4	THAP domain containing 4		CGI-36	51078	NM_015963
THAP5	THAP domain containing 5		DKFZp313O1132	168451	NM_182529
THAP5P1	THAP domain containing 5 pseudogene 1			285872	
THAP5P2	THAP domain containing 5 pseudogene 2			100129618	
THAP6	THAP domain containing 6		MGC30052	152815	NM_144721
THAP7	THAP domain containing 7		MGC10963	80764	NM_030573
THAP7-AS1	THAP7 antisense RNA 1			439931	NR_027051
THAP8	THAP domain containing 8		FLJ32891	199745	NM_152658
THAP9	THAP domain containing 9		FLJ34093	79725	NM_024672
THAP9-AS1	THAP9 antisense RNA 1			100499177	NR_034075
THAP10	THAP domain containing 10			56906	NM_020147
THAP11	THAP domain containing 11		HRIHFB2206, CTG-B45d, CTG-B43a	57215	NM_020457
THAP12	THAP domain containing 12	PRKRIR	P52rIPK, DAP4, THAP0	5612	NM_004705
THAP12P1	THAP domain containing 12 pseudogene 1	PRKRIRP1		728748	NG_022612
THAP12P2	THAP domain containing 12 pseudogene 2	PRKRIRP2		100422711	
THAP12P3	THAP domain containing 12 pseudogene 3	PRKRIRP3		399774	
THAP12P4	THAP domain containing 12 pseudogene 4	PRKRIRP4		100129382	
THAP12P5	THAP domain containing 12 pseudogene 5	PRKRIRP5		100129074	
THAP12P6	THAP domain containing 12 pseudogene 6	PRKRIRP6		100128764	
THAP12P7	THAP domain containing 12 pseudogene 7	PRKRIRP7		100422712	
THAP12P8	THAP domain containing 12 pseudogene 8	PRKRIRP8		645939	
THAP12P9	THAP domain containing 12 pseudogene 9	PRKRIRP9		100131309	
THAP12P10	THAP domain containing 12 pseudogene 10	PRKRIRP10		100422715	NG_024925
THAS	thoracoabdominal syndrome				
THBD	thrombomodulin		CD141	7056	
THBS1	thrombospondin 1		TSP1, THBS, TSP, THBS-1, TSP-1	7057	NM_003246
THBS2	thrombospondin 2		TSP2	7058	NM_003247
THBS3	thrombospondin 3			7059	NM_007112
THBS4	thrombospondin 4			7060	
THC~withdrawn	symbol withdrawn, see WAS				
THC2~withdrawn	symbol withdrawn, see ANKRD26				
THEG	theg spermatid protein		CT56, THEG1	51298	
THEGL	theg spermatid protein like			100506564	NM_001256475
THEM4	thioesterase superfamily member 4		CTMP	117145	NM_053055
THEM4P1	thioesterase superfamily member 4 pseudogene 1			677880	
THEM5	thioesterase superfamily member 5		FLJ37964	284486	NM_182578
THEM6	thioesterase superfamily member 6	C8orf55	DSCD75	51337	NM_016647
THEM7P	thioesterase superfamily member 7, pseudogene		RP1-65P5.1		
THEMIS	thymocyte selection associated	C6orf207, C6orf190, TSEPA	bA325O24.4, FLJ40584, bA325O24.3	387357	NM_001010923
THEMIS2	thymocyte selection associated family member 2	C1orf38	ICB-1, Icb-1	9473	NM_004848
THEMIS3P	thymocyte selection associated family member 3, pseudogene			100420484	
THG1L	tRNA-histidine guanylyltransferase 1 like		ICF45, FLJ11601, FLJ20546, IHG-1, hTHG1	54974	NM_017872
THM	thymoma			7063	
THNSL1	threonine synthase like 1		FLJ22002, TSH1	79896	NM_024838
THNSL2	threonine synthase like 2		FLJ10916, TSH2, SOFAT	55258	NM_018271
THOC1	THO complex 1		P84, HPR1	9984	NM_005131
THOC2	THO complex 2	CXorf3, MRX12, MRX35	THO2, dJ506G2.1	57187	
THOC3	THO complex 3		TEX1, MGC5469	84321	
THOC5	THO complex 5	C22orf19	PK1.3, KIAA0983, Fmip, fSAP79	8563	NM_003678
THOC6	THO complex 6	WDR58	MGC2655, fSAP35	79228	NM_024339
THOC7	THO complex 7		NIF3L1BP1, FLJ23445, fSAP24	80145	NM_025075
THOC7-AS1	THOC7 antisense RNA 1				
THOP1	thimet oligopeptidase 1			7064	
THOP2~withdrawn	entry withdrawn				
THORLNC	testis associated oncogenic lncRNA		THOR		
THPO	thrombopoietin	MGDF	TPO, MPLLG	7066	NM_000460
THRA	thyroid hormone receptor alpha	THRA1, THRA2, ERBA1	EAR-7.1/EAR-7.2, THRA3, AR7, ERBA, NR1A1	7067	
THRA2~withdrawn	symbol withdrawn, see THRA				
THRAL~withdrawn	symbol withdrawn, see NR1D1				
THRAP3	thyroid hormone receptor associated protein 3		TRAP150, BCLAF2	9967	NM_005119
THRAP3P1	thyroid hormone receptor associated protein 3 pseudogene 1	THRAP3L		391524	
THRB	thyroid hormone receptor beta	ERBA2, PRTH	THRB1, THRB2, NR1A2, THR1, ERBA-BETA, GRTH	7068	NM_000461
THRB-AS1	THRB antisense RNA 1			644990	NR_046244
THRB-IT1	THRB intronic transcript 1				
THRIL	TNF and HNRNPL related immunoregulatory long non-coding RNA		Linc1992, TCONS_00020260, BRI3BP-AS1	102659353	NR_110375
THRSP	thyroid hormone responsive	LPGP1	SPOT14, Lpgp, S14, THRP	7069	NM_003251
THSD1	thrombospondin type 1 domain containing 1		TMTSP	55901	
THSD1P1	thrombospondin type 1 domain containing 1 pseudogene 1	THSD1P		374500	
THSD4	thrombospondin type 1 domain containing 4		FVSY9334, PRO34005, FLJ13710, ADAMTSL6	79875	NM_024817
THSD4-AS1	THSD4 antisense RNA 1			101929196	NR_120348
THSD4-AS2	THSD4 antisense RNA 2			101929173	NR_120346
THSD7A	thrombospondin type 1 domain containing 7A		KIAA0960	221981	XM_928187.2
THSD7B	thrombospondin type 1 domain containing 7B		KIAA1679	80731	XM_046570.9
THSD8	thrombospondin type 1 domain containing 8				
THTPA	thiamine triphosphatase		THTPASE	79178	NM_024328
THUMPD1	THUMP domain containing 1		FLJ20274, Tan1	55623	NM_017736
THUMPD1P1	THUMP domain containing 1 pseudogene 1			391276	
THUMPD2	THUMP domain containing 2	C2orf8	MGC2454	80745	NM_025264
THUMPD3	THUMP domain containing 3		DKFZP434F091	25917	NM_015453
THUMPD3-AS1	THUMPD3 antisense RNA 1	SETD5-AS1		440944	NR_027007
THUMPD3P1	THUMP domain containing 3 pseudogene 1			100419989	
THY1	Thy-1 cell surface antigen		CD90	7070	NM_006288
THYN1	thymocyte nuclear protein 1		THY28	29087	NM_014174
TIA1	TIA1 cytotoxic granule associated RNA binding protein			7072	NM_022037
TIAF1	TGFB1-induced anti-apoptotic factor 1			9220	NM_004740
TIAL1	TIA1 cytotoxic granule associated RNA binding protein like 1		TIAR	7073	NM_022333, NM_003252
TIAM1	T cell lymphoma invasion and metastasis 1			7074	NM_003253
TIAM2	T cell lymphoma invasion and metastasis 2		STEF	26230	NM_012454
TIC1~withdrawn	symbol withdrawn, see SPOCK1				
TICAM1	toll like receptor adaptor molecule 1		TRIF, TICAM-1, MGC35334, PRVTIRB	148022	NM_014261
TICAM2	toll like receptor adaptor molecule 2		TRAM, TICAM-2, TIRP	353376	NM_021649
TICRR	TOPBP1 interacting checkpoint and replication regulator	C15orf42	MGC45866, FLJ41618, Treslin, SLD3	90381	NM_152259
TIE1	tyrosine kinase with immunoglobulin like and EGF like domains 1	TIE	JTK14	7075	NM_005424
TIFA	TRAF interacting protein with forkhead associated domain		MGC20791, T2BP, T6BP, TIFAA	92610	NM_052864
TIFAB	TIFA inhibitor			497189	NM_001099221
TIGAR	TP53 induced glycolysis regulatory phosphatase	C12orf5		57103	NM_020375
TIGD1	tigger transposable element derived 1		EEYORE	200765	NM_145702
TIGD2	tigger transposable element derived 2			166815	NM_145715
TIGD3	tigger transposable element derived 3			220359	NM_145719
TIGD4	tigger transposable element derived 4			201798	NM_145720
TIGD5	tigger transposable element derived 5		FLJ14926	84948	NM_032862
TIGD6	tigger transposable element derived 6		DKFZp761E2110	81789	NM_030953
TIGD7	tigger transposable element derived 7		Sancho	91151	NM_033208
TIGIT	T cell immunoreceptor with Ig and ITIM domains	VSIG9, VSTM3	FLJ39873, DKFZp667A205	201633	NM_173799
TIGM1~withdrawn	symbol withdrawn, see PKHD1				
TIMD4	T cell immunoglobulin and mucin domain containing 4			91937	NM_138379
TIMELESS	timeless circadian regulator		hTIM, TIM, TIM1	8914	NM_003920
TIMM8A	translocase of inner mitochondrial membrane 8A	DFN1	DDP, MTS	1678	NM_004085
TIMM8AP1	translocase of inner mitochondrial membrane 8A pseudogene 1	TIMM8AP	DDPP	399520	NG_003187.2
TIMM8B	translocase of inner mitochondrial membrane 8 homolog B		TIM8B, DDP2, FLJ21744, MGC102866, MGC117373	26521	NM_012459
TIMM8BP1	translocase of inner mitochondrial membrane 8B pseudogene 1				
TIMM8BP2	translocase of inner mitochondrial membrane 8B pseudogene 2				
TIMM9	translocase of inner mitochondrial membrane 9		TIM9A	26520	
TIMM9P1	TIMM9 pseudogene 1				
TIMM9P2	TIMM9 pseudogene 2				
TIMM9P3	TIMM9 pseudogene 3				
TIMM10	translocase of inner mitochondrial membrane 10		TIM10, TIM10A, TIMM10A	26519	NM_012456
TIMM10B	translocase of inner mitochondrial membrane 10B	FXC1	Tim9b, TIM10B	26515	NM_012192
TIMM13	translocase of inner mitochondrial membrane 13	TIMM13B	Tim13	26517	
TIMM13A~withdrawn	entry withdrawn				
TIMM17A	translocase of inner mitochondrial membrane 17A		TIM17, TIM17A	10440	NM_006335
TIMM17B	translocase of inner mitochondrial membrane 17B		DXS9822, JM3	10245	NM_005834
TIMM17BP1	translocase of inner mitochondrial membrane 17B pseudogene 1			390298	
TIMM21	translocase of inner mitochondrial membrane 21	C18orf55	HSPC154, TIM21	29090	NM_014177
TIMM22	translocase of inner mitochondrial membrane 22	TEX4	TIM22	29928	NM_013337
TIMM23	translocase of inner mitochondrial membrane 23		TIM23	100287932	NM_006327.2
TIMM23B	translocase of inner mitochondrial membrane 23 homolog B		bA592B15.7	100652748	NM_001290117
TIMM29	translocase of inner mitochondrial membrane 29	C19orf52		90580	NM_138358
TIMM44	translocase of inner mitochondrial membrane 44		TIM44	10469	
TIMM50	translocase of inner mitochondrial membrane 50		TIM50L	92609	NM_001001563
TIMMDC1	translocase of inner mitochondrial membrane domain containing 1	C3orf1	FLJ22597	51300	NM_016589
TIMP1	TIMP metallopeptidase inhibitor 1	TIMP, CLGI	EPO	7076	NM_003254
TIMP2	TIMP metallopeptidase inhibitor 2		CSC-21K	7077	NM_003255
TIMP3	TIMP metallopeptidase inhibitor 3	SFD		7078	NM_000362
TIMP4	TIMP metallopeptidase inhibitor 4			7079	NM_003256
TINAG	tubulointerstitial nephritis antigen			27283	NM_014464
TINAGL1	tubulointerstitial nephritis antigen like 1	LCN7	P3ECSL, LIECG3, ARG1, TINAGRP	64129	NM_022164
TINCR	TINCR ubiquitin domain containing	PLAC2	FLJ90734, NCRNA00036, LINC00036, onco-lncRNA-16	257000	NR_027064
TINF2	TERF1 interacting nuclear factor 2		TIN2	26277	
TIPARP	TCDD inducible poly(ADP-ribose) polymerase		DKFZP434J214, DKFZp686N0351, DDF1, PARP7, PARP-7, PARP-1, pART14, RM1	25976	NM_015508
TIPARP-AS1	TIPARP antisense RNA 1			100287227	NR_027954
TIPIN	TIMELESS interacting protein		FLJ20516	54962	NM_017858
TIPRL	TOR signaling pathway regulator		MGC3794, dJ69E11.3, TIP41, TIPRL1	261726	NM_152902
TIRAP	TIR domain containing adaptor protein		Mal, wyatt	114609	NM_148910
TITF2~withdrawn	symbol withdrawn, see FOXE1				
TJAP1	tight junction associated protein 1	TJP4	PILT	93643	NM_080604
TJP1	tight junction protein 1		ZO-1, MGC133289, DKFZp686M05161	7082	NM_003257
TJP1P1	tight junction protein 1 pseudogene 1	TJP1P		64730	
TJP2	tight junction protein 2	DFNA51	ZO-2, X104, ZO2	9414	NM_201629
TJP3	tight junction protein 3		ZO-3	27134	
TK1	thymidine kinase 1			7083	NM_003258
TK2	thymidine kinase 2, mitochondrial		SCA31	7084	
TKC~withdrawn	symbol withdrawn, see TKCR				
TKCR	torticollis, keloids, cryptorchidism and renal dysplasia	TKC		7085	
TKFC	triokinase and FMN cyclase	DAK	DKFZP586B1621, NET45	26007	NM_015533
TKT	transketolase			7086	
TKTL1	transketolase like 1		TKR, TKT2	8277	NM_012253
TKTL2	transketolase like 2		FLJ32975, DKFZP434L1717	84076	NM_032136
TLCD1	TLC domain containing 1			116238	NM_138463
TLCD2	TLC domain containing 2			727910	NM_001164407
TLCN~withdrawn	symbol withdrawn, see ICAM5				
TLDC2	TBC/LysM-associated domain containing 2	C20orf118	dJ132F21.2	140711	NM_080628
TLE1	transducin like enhancer of split 1		ESG1, GRG1, ESG	7088	NM_005077
TLE1P1	transducin like enhancer of split 1 pseudogene 1			645381	NG_022665
TLE2	transducin like enhancer of split 2		ESG2, GRG2, ESG, FLJ41188	7089	NM_003260
TLE3	transducin like enhancer of split 3		ESG, ESG3, KIAA1547, HsT18976, GRG3	7090	NM_005078
TLE4	transducin like enhancer of split 4		E(spI), ESG, GRG4	7091	XM_212237
TLE6	transducin like enhancer of split 6		FLJ14009, GRG6	79816	NM_024760
TLE7	transducin like enhancer of split family member 7		chico	102723796	
TLK1	tousled like kinase 1		KIAA0137, PKU-BETA	9874	NM_012290
TLK1P1	tousled like kinase 1 pseudogene 1	TLK1P	TLK1ps	100129793	
TLK2	tousled like kinase 2		PKU-ALPHA, MGC44450	11011	NM_006852
TLK2P1	tousled like kinase 2 pseudogene 1		TLK2ps1	646202	
TLK2P2	tousled like kinase 2 pseudogene 2		TLK2ps2	553121	
TLL1	tolloid like 1			7092	
TLL2	tolloid like 2			7093	
TLN1	talin 1	TLN	ILWEQ	7094	NM_006289
TLN2	talin 2		KIAA0320, ILWEQ	83660	
TLNRD1	talin rod domain containing 1	MESDC1	MGC99595	59274	NM_022566
TLR1	toll like receptor 1		rsc786, KIAA0012, CD281	7096	
TLR2	toll like receptor 2		TIL4, CD282	7097	
TLR3	toll like receptor 3		CD283	7098	
TLR4	toll like receptor 4		hToll, CD284, TLR-4, ARMD10	7099	NM_138554
TLR5	toll like receptor 5	SLEB1	TIL3, FLJ10052, MGC126430, MGC126431	7100	NM_003268
TLR6	toll like receptor 6		CD286	10333	
TLR7	toll like receptor 7			51284	NM_016562
TLR8	toll like receptor 8		CD288	51311	NM_016610
TLR8-AS1	TLR8 antisense RNA 1			349408	
TLR9	toll like receptor 9		CD289	54106	
TLR10	toll like receptor 10		CD290	81793	
TLR12P	toll like receptor 12, pseudogene			100131451	
TLX~withdrawn	symbol withdrawn, see NR2E1				
TLX1	T cell leukemia homeobox 1	TCL3, HOX11		3195	NM_005521
TLX1NB	TLX1 neighbor		TD1, TDI, APT-B7	100038246	NR_130722
TLX2	T cell leukemia homeobox 2	HOX11L1	Enx, Tlx2, NCX	3196	
TLX3	T cell leukemia homeobox 3	HOX11L2	RNX	30012	
TM2D1	TM2 domain containing 1		BBP	83941	NM_032027
TM2D2	TM2 domain containing 2		BLP1	83877	NM_031940
TM2D3	TM2 domain containing 3		BLP2, FLJ22604	80213	NM_078474
TM4SF1	transmembrane 4 L six family member 1	M3S1	L6	4071	
TM4SF1-AS1	TM4SF1 antisense RNA 1			100874091	
TM4SF4	transmembrane 4 L six family member 4		il-TMP	7104	
TM4SF5	transmembrane 4 L six family member 5			9032	
TM4SF18	transmembrane 4 L six family member 18		L6D	116441	NM_138786
TM4SF19	transmembrane 4 L six family member 19			116211	NM_138461
TM4SF19-AS1	TM4SF19 antisense RNA 1				
TM4SF19-TCTEX1D2	TM4SF19-TCTEX1D2 readthrough (NMD candidate)			100534611	
TM4SF20	transmembrane 4 L six family member 20		FLJ22800, TCCE518	79853	NM_024795
TM6SF1	transmembrane 6 superfamily member 1			53346	NM_023003
TM6SF2	transmembrane 6 superfamily member 2		Lpr4	53345	NM_203510
TM7SF2	transmembrane 7 superfamily member 2		ANG1, DHCR14A, NET47	7108	NM_003273
TM7SF3	transmembrane 7 superfamily member 3			51768	NM_016551
TM9SF1	transmembrane 9 superfamily member 1		MP70, HMP70	10548	NM_006405
TM9SF2	transmembrane 9 superfamily member 2		P76	9375	
TM9SF3	transmembrane 9 superfamily member 3		SMBP	56889	NM_020123
TM9SF4	transmembrane 9 superfamily member 4		KIAA0255, dJ836N17.2	9777	NM_014742
TMA7	translation machinery associated 7 homolog	CCDC72	HSPC016	51372	NM_015933
TMA16	translation machinery associated 16 homolog	C4orf43	FLJ11184	55319	NM_018352
TMA16P1	translation machinery associated 16 homolog pseudogene 1			100101405	NG_006426
TMA16P2	translation machinery associated 16 homolog pseudogene 2			100101407	NG_006427
TMBIM1	transmembrane BAX inhibitor motif containing 1		PP1201, RECS1, LFG3	64114	NM_022152
TMBIM4	transmembrane BAX inhibitor motif containing 4		CGI-119, S1R, ZPRO, LFG4, GAAP	51643	NM_016056
TMBIM6	transmembrane BAX inhibitor motif containing 6	TEGT	BI-1, BAXI1	7009	NM_003217
